,university,career,inscription_date,first_name,last_name,gender,age,location,email,postal_code
702, facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,2020-12-14,,steven mitchell,male,71,arroyo quintana,myersanthony@gmail.com,3505
703, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-09-29,,zachary richardson,male,93,guamini,zwilson@yahoo.com,6435
704, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2021-01-16,,james woodard,male,33,encina,ortizmichelle@hotmail.com,6077
705, facultad latinoamericana de ciencias sociales,licenciatura en sociología ,2020-12-03,,aaron bailey,male,65,jesus maria,npope@hotmail.com,2204
706, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-10-16,,danielle davis,female,114,23 de agosto,stephenstokes@hotmail.com,4504
707, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,2021-01-05,,miguel myers,male,39,campo de los toros,michael93@gmail.com,6311
708, facultad latinoamericana de ciencias sociales,ciencias veterinarias,2020-10-13,,michelle west,female,40,guamini,ryansimmons@gmail.com,6435
709, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-12-26,,daniel dixon,male,92,san bernardo del tuyu,bradleyhunt@gmail.com,7111
710, facultad latinoamericana de ciencias sociales,ciencias veterinarias,2020-10-14,,lisa yoder,female,114,la gama,bmckinney@hotmail.com,2615
711, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-12-25,,robert pennington,male,105,coronel isleños,samuel23@gmail.com,2747
712, facultad latinoamericana de ciencias sociales,contador público ,2020-11-17,,alison tyler,female,102,atalaya,eric91@yahoo.com,1913
713, facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,2020-10-20,,monica ryan,female,25,camaron chico,lperez@hotmail.com,7116
714, facultad latinoamericana de ciencias sociales,arquitectura,2021-01-04,,emily schultz,female,30,castelar,yaguilar@gmail.com,1712
715, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-12-18,,richard preston md,male,89,abalo,michael77@hotmail.com,3466
716, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2020-09-02,,sean brown,male,75,caraguatay,petersonyolanda@gmail.com,3386
717, facultad latinoamericana de ciencias sociales,farmacia,2020-10-25,,alfred beck,male,106,blaquier,ashleysosa@hotmail.com,6065
718, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-10-09,,jillian fuentes,female,93,aguada de la peña,debbiewalsh@gmail.com,5461
719, facultad latinoamericana de ciencias sociales,bioquímica,2020-09-24,,allison roberts,female,52,el tropezon,sotoronald@yahoo.com,3009
720, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2020-12-18,,ernest hunt,male,85,barlett,williamslaura@gmail.com,2175
721, facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,2020-11-18,,jasmine hines,female,57,los molinos,qgarcia@yahoo.com,2181
722, facultad latinoamericana de ciencias sociales,diseño industrial,2020-10-02,,timothy taylor,male,65,argentina belvedere,timothyshea@yahoo.com,6367
723, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-11-06,,john collier,male,96,20 de febrero,navarrovickie@yahoo.com,5730
724, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación ,2020-11-01,,cindy page,female,97,colonia montefiore,jsmith@hotmail.com,2341
725, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-10-16,,jeffery johnson,male,15,campo clucellas,ethananderson@gmail.com,2407
726, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2020-10-15,,michelle braun,female,91,bosques,michael90@gmail.com,1889
727, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-11-25,,keith mckee dds,male,65,colonia nueva montevideo,gwaters@hotmail.com,2828
728, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-11-13,,lisa vance,female,65,el pingo,sydneynunez@gmail.com,3132
729, facultad latinoamericana de ciencias sociales,ciencias veterinarias,2020-11-21,,christopher cox,male,65,ceballos,hjimenez@gmail.com,6221
730, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-11-08,,chad martinez,male,65,agustin roca,wvasquez@gmail.com,6001
731, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-10-30,,victoria newman,female,33,alma grande,jamessmith@hotmail.com,9015
732, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2021-01-31,,brenda patel,female,65,villa dominico,smithjoe@hotmail.com,1874
733, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-11-21,,robert yates,male,51,planchada banderita,bianca20@gmail.com,3370
734, facultad latinoamericana de ciencias sociales,diseño industrial,2020-10-22,,joshua powell,male,117,roldan,jamesjohnson@yahoo.com,2134
735, facultad latinoamericana de ciencias sociales,arquitectura,2021-01-15,,mary castillo,female,65,la pastora,michaela44@gmail.com,7001
736, facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,2020-11-08,,ms. rebecca jones,female,47,cayastacito,michael01@hotmail.com,3038
737, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,2021-02-01,,antonio carr,male,90,indio rico,rpena@hotmail.com,7501
738, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación ,2020-10-19,,yesenia perkins,female,30,la colina,sallen@hotmail.com,6269
739, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2021-01-24,,brian morrison,male,115,la esperanza rosas las flores,lisa10@yahoo.com,7205
740, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2020-09-10,,michelle bowen,female,60,la morocha,sergio40@yahoo.com,2613
741, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2020-10-24,,donna fisher,female,60,campo ubajo,dhill@gmail.com,3560
742, facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,2020-12-28,,benjamin sutton,male,65,comodoro py,michael03@gmail.com,6641
743, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación ,2021-01-27,,kayla reynolds,female,41,calvo,brownkristina@hotmail.com,8154
744, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-09-29,,heather walker,female,24,jose clemente paz,lacey92@hotmail.com,1665
745, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación ,2020-11-14,,katelyn moore,female,65,corral de piedras,christophermiller@yahoo.com,4601
746, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,2020-10-19,,michelle hartman,female,63,capilla del señor,lewiseric@hotmail.com,2812
747, facultad latinoamericana de ciencias sociales,medicina,2020-09-01,,matthew craig,male,74,6 de septiembre,michael12@hotmail.com,5703
748, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2020-10-18,,austin rodriguez,male,107,aguada de la peña,gomezkimberly@hotmail.com,5461
749, facultad latinoamericana de ciencias sociales,medicina,2021-01-16,,nicolas hill,male,65,angelita,andersonrichard@yahoo.com,5711
750, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2021-01-07,,eric lawson,male,40,aguango,petersondestiny@gmail.com,5449
751, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,2020-09-29,,kelly wade,female,58,allen,fitzgeraldjulia@gmail.com,8328
752, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2021-01-15,,edwin clark,male,80,los laureles,ilamb@yahoo.com,3199
753, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-09-13,,david white,male,42,los gauchos,coxdavid@yahoo.com,6343
754, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-10-16,,curtis navarro,male,58,colonia la india,ehampton@yahoo.com,6352
755, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-10-27,,anthony wilson,male,106,la lucila del mar,pattersoncourtney@gmail.com,7113
756, facultad latinoamericana de ciencias sociales,diseño industrial,2020-10-20,,william castillo,male,107,berraondo,nsmith@yahoo.com,8124
757, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2020-10-01,,christopher bryan,male,60,agua negra,novakalejandro@gmail.com,4101
758, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2021-01-02,,jennifer grimes,female,57,12 de agosto,fitzpatrickbenjamin@hotmail.com,2701
759, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2020-11-24,,brandon jones,male,80,anasagasti,waltermullins@gmail.com,6607
760, facultad latinoamericana de ciencias sociales,diseño industrial,2020-12-13,,emily kelley,female,35,balneario claromeco,sramos@gmail.com,7505
761, facultad latinoamericana de ciencias sociales,diseño industrial,2020-10-26,,michelle burgess,female,87,realico,chelseawilliams@yahoo.com,6200
762, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2020-09-15,,daniel wilson,male,65,colonia el aguara,aguilarlisa@hotmail.com,3534
763, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2020-12-24,,gary ingram,male,65,agote,lstokes@yahoo.com,6608
764, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-12-17,,michael smith,male,80,28 de noviembre,tracy90@hotmail.com,9407
765, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2021-01-06,,ms. breanna rowe,female,29,labordeboy,staylor@hotmail.com,2726
766, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-11-24,,joseph ellis,male,113,los indios,ffisher@hotmail.com,2709
767, facultad latinoamericana de ciencias sociales,actuario ,2020-10-13,,michael robinson,male,18,hito 45,nicole64@gmail.com,9039
768, facultad latinoamericana de ciencias sociales,ingeniería en informática,2021-01-24,,daniel fuller,male,88,alto del puesto,gavin29@yahoo.com,4176
769, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2020-10-11,,michael potter,male,42,cañada,nicole38@yahoo.com,4129
770, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2020-11-23,,jacob jackson,male,20,cuesta del ternero,antonioclark@yahoo.com,9210
771, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2021-01-11,,jason pollard,male,92,alto verde,zdaniels@gmail.com,2801
772, facultad latinoamericana de ciencias sociales,licenciatura en sociología ,2020-11-21,,cory wheeler,male,21,las quintas,martinhaas@hotmail.com,2200
773, facultad latinoamericana de ciencias sociales,bioquímica,2020-10-10,,emma wheeler,female,72,campo el mataco,zlewis@yahoo.com,2342
774, facultad latinoamericana de ciencias sociales,contador público ,2020-09-15,,linda jordan,female,110,casalins,aguilarkimberly@yahoo.com,7225
775, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2021-01-18,,jake diaz,male,19,abralaite,xthompson@hotmail.com,4634
776, facultad latinoamericana de ciencias sociales,bioquímica,2020-11-07,,kent ford,male,33,cuartel vii,myerssean@hotmail.com,6050
777, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la computación,2020-12-19,,victor campbell,male,100,arroyo caraballo,olewis@hotmail.com,3265
778, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-11-05,,david robinson,male,94,garin,dkrause@hotmail.com,1619
779, facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,2020-12-15,,savannah williams,female,81,iturraspe,cunninghamjessica@hotmail.com,2521
780, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-10-31,,bonnie kelley,female,19,agua amarga,samantha10@yahoo.com,5563
781, facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,2020-10-08,,kyle george,male,112,cañadon de los indios,haileymyers@gmail.com,8375
782, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2020-09-07,,jeff schmitt,male,65,arroyo seco,salazarvictoria@hotmail.com,2128
783, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2021-02-01,,shawn cook,male,19,amana,mendezjeffery@yahoo.com,5386
784, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2020-12-18,,barbara williams,female,65,campo las puertas,patrickcoleman@gmail.com,3541
785, facultad latinoamericana de ciencias sociales,actuario ,2020-12-08,,jonathan reynolds,male,65,cafferata,cgonzales@gmail.com,2643
786, facultad latinoamericana de ciencias sociales,diseño industrial,2021-02-01,,taylor hernandez,male,52,arroyo palmar,stacybailey@gmail.com,3218
787, facultad latinoamericana de ciencias sociales,licenciatura en psicología,2020-11-18,,diana estrada,female,49,san marcelo,ebecker@hotmail.com,6009
788, facultad latinoamericana de ciencias sociales,contador público ,2020-12-17,,mary lane,female,65,gobernador lanusse,cobbpatrick@hotmail.com,3376
789, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2021-01-06,,sean thomas,male,53,arroyo salado,josephharris@yahoo.com,8532
790, facultad latinoamericana de ciencias sociales,agronomía,2020-10-25,,kevin kidd,male,28,alberti,jasmine06@yahoo.com,6634
791, facultad latinoamericana de ciencias sociales,licenciatura en psicología,2020-12-24,,mr. robert leblanc,male,31,cristiano muerto,juliarussell@hotmail.com,7503
792, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2020-10-12,,cameron chung ii,male,81,aguas calientes,fking@hotmail.com,4431
793, facultad latinoamericana de ciencias sociales,ciencias veterinarias,2020-11-14,,cristian day,male,67,alto verde,celliott@gmail.com,2801
794, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2020-12-02,,denise jones,female,60,9 de julio,fosterjohn@gmail.com,3445
795, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-12-29,,joy fisher,female,21,laprida,elizabeth74@hotmail.com,7414
796, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-10-31,,shari pena,female,88,carrizal,charles94@yahoo.com,5306
797, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-11-19,,jenna morris,female,97,san antonio de obligado,tonyvargas@yahoo.com,3587
798, facultad latinoamericana de ciencias sociales,medicina,2021-01-02,,april mendez,female,89,cristiano muerto,rmoran@yahoo.com,7503
